run	unique_id	numcells	birthrate	deathrate	mutprob	initialtime	subclone_count	num_mut	num_drivers	is_driver
1	a1	10	1.50	1.0	0.000000000000	0.000000000000	0	0	0	0
1	a2	11	1.80	1.0	0.000000000000	0.000000000000	0	0	0	0
1	a3	120	2.30	1.0	0.000000000000	0.000000000000	0	0	0	0
1	a4	120	1.10	1.5	0.000000000000	0.000000000000	0	0	0	0
1	a5	13	0.30	0.2	0.000000000000	0.000000000000	0	0	0	0
1	a6	100	0.10	1.2	0.000000000000	0.000000000000	0	0	0	0
1	a7	100	1.31	1.0	0	0.000000000000	0	0	0	0
1	a8	110	3.23	2.5	0	0.000000000000	0	0	0	0
1	a9	122	1.00	1.0	0	0.000000000000	0	0	0	0
1	a10	23	2.00	1.0	0	0.000000000000	0	0	0	0
